pid,restid,nombre_plato,descripcion,precio
781,78,Ensalada de pollo,Dolorum asperiores deleniti deserunt ut. Dolores sapiente quas cum distinctio eveniet tempore. Omnis at cumque quia eum.,5832.92
782,78,Ensalada de verduras a la plancha con escarola,Eaque odit rerum doloribus maiores cumque alias. Eius illum repudiandae dignissimos at fugit magnam. Debitis aliquam facilis repellat cumque.,5972.32
783,78,Ensalada templada de espinacas y verduritas,Accusantium dolore nostrum veniam. Quo saepe corporis qui.,18784.48
784,78,Ensalada veraniega,Magni quisquam quis dolorum molestias. Consequuntur eius aut velit ullam. Molestiae occaecati eveniet nam autem architecto quisquam.,9778.05
785,78,Pollo frito,Aliquam amet enim sapiente deserunt. Ab nostrum officiis porro vitae est voluptate.,2022.02
786,78,Arroz a la campesina,Nesciunt tenetur officiis consequatur explicabo. Vel quos cumque totam tempora.,11275.14
787,78,Brócoli con jamón y bacon,Quae aliquam non. Nisi similique qui repellat. Id nostrum voluptates. Repudiandae dignissimos quas reiciendis.,2009.47
788,78,Atún con tomate,Ad architecto quas natus fuga aliquid. Libero ea molestias doloremque libero fugiat. Accusamus ea est fuga consectetur rerum officia.,11992.07
789,78,Ensalada de zanahorias con frutos secos,Fuga quo dolor autem.,3515.79
790,79,Dorada a la sal.,Doloribus maxime pariatur modi sequi asperiores earum.,12607.9
791,79,Pollo asado,Nobis veritatis culpa.,14148.07
792,79,Taboulé perfumado con aromas cítricos,Assumenda blanditiis minus odit quod maxime corrupti. Odit dolorum adipisci sunt.,3549.32
793,79,Ensalada de queso de cabra con mermelada de frambuesa,Enim alias quibusdam eveniet ea placeat. Placeat atque architecto distinctio.,4425.2
794,79,Caballa al horno,Excepturi sed possimus saepe amet dolores dolorum. Quidem aspernatur maiores perspiciatis itaque. Corporis ipsum modi explicabo explicabo rem.,21709.81
795,79,Pizza congelator,Occaecati excepturi eligendi suscipit modi repellat rerum. Occaecati tempora eveniet voluptate nobis similique ut itaque.,4451.55
796,79,Espaguetis con gambas al ajillo,Molestias neque excepturi aut nisi dolores possimus. Nihil doloremque eius assumenda modi omnis nesciunt necessitatibus. Vero nisi tenetur in.,9036.93
797,79,Ensalada de canónigos y queso de cabra,Facilis animi mollitia nesciunt ut. Id eius dolorum nihil aperiam sit qui.,4963.14
798,79,Spaghetti con pesto a la siciliana y piñones,Suscipit ab ratione minima autem voluptatibus sint. Rerum tempora deleniti doloribus. Esse mollitia molestias dignissimos.,4067.11
799,79,Arroz con champiñones y espárragos trigueros,Aspernatur dignissimos beatae adipisci autem. Corrupti eius ut repellendus labore adipisci necessitatibus.,23482.12
