tid,aid,descripcion,precio
212,160,Mollitia impedit similique nam. Iusto sunt beatae nostrum dolor.,9205.04
211,160,Voluptatem veniam corporis dolorem itaque fugit. Id illo atque dolores. Quibusdam aut dolorem reprehenderit hic quasi quisquam. Possimus pariatur in inventore molestiae odio iure.,13525.55
210,160,Natus vel quia. Consequatur officia laborum doloribus debitis. Libero atque quos illum harum.,16193.58
215,375,Maiores quaerat doloremque dolores quo. Cumque laboriosam fugit enim dolore quas laboriosam.,22956.75
214,375,Possimus et praesentium labore adipisci dignissimos recusandae. Aut voluptas harum.,17418.9
213,375,Animi reiciendis voluptates quisquam fugit quisquam molestias. Qui tempora rerum reiciendis quod doloribus laborum. Delectus doloremque accusantium dolorum minima.,7280.72
218,125,Placeat fugiat exercitationem facilis laboriosam. Harum sunt ex nobis facilis.,17700.0
217,125,Quos maiores quas nisi iste consectetur laborum id. Sapiente quibusdam consequuntur soluta animi suscipit.,17520.01
216,125,Ullam quasi tenetur laborum quisquam eaque. Mollitia saepe dolore facere atque accusantium nihil laboriosam. Quia quasi esse officiis sequi aliquam ea. Aut sint dolores a similique.,21909.72
221,234,Libero voluptate debitis culpa. Iusto excepturi odit facere et.,17801.16
220,234,Explicabo corporis fuga quia necessitatibus veritatis facilis. Id nisi fuga soluta eius dolores. Adipisci voluptatum esse quaerat facere.,11464.9
219,234,Adipisci voluptas eaque eos deleniti ex vel natus. Dolorem ratione necessitatibus.,14358.27
224,273,Illo dignissimos molestias quis explicabo corrupti.,10493.34
223,273,Ab incidunt tempora eum dolor. Saepe iste quibusdam earum nostrum corporis asperiores.,23815.67
222,273,Quis molestias ipsa alias tempora quisquam alias a. Sint voluptas consequatur ullam exercitationem eos vitae.,17823.11
227,221,Unde illo quia incidunt. Porro nobis maxime quos.,5497.71
226,221,Magni ea numquam repudiandae facere officia recusandae. Voluptatum mollitia voluptatem itaque ratione repudiandae. Exercitationem quisquam voluptatibus quod a.,14232.13
225,221,Numquam ullam perferendis reiciendis. At consequatur perspiciatis doloremque ducimus molestiae provident laudantium.,23780.85
230,394,Delectus maxime doloremque nisi explicabo unde quis. Cum porro ducimus perferendis itaque praesentium. Nesciunt quos provident voluptas maxime nostrum at.,24718.14
229,394,Iure aliquam saepe ratione aperiam blanditiis quasi.,11292.66
228,394,Esse veniam dolores sed tenetur voluptates libero. Vero impedit consequatur deserunt vel dolorum. Repellat eum sint veritatis aut vitae.,4950.84
233,158,Harum quae minus. Sequi sapiente sed corporis.,18928.05
232,158,Nobis minus harum quia rem. Eum eos corporis deleniti necessitatibus natus.,23931.92
231,158,Vero magnam occaecati nam accusantium. Numquam sed modi adipisci dolor aperiam nam quis. Mollitia nam debitis.,21241.3
236,275,Vel rem nobis tempora porro iste. Iste odio enim id optio dignissimos. Optio deserunt nobis enim nihil aliquid.,2552.14
235,275,Iure facere rem deserunt porro. Nostrum dolorem perferendis consequatur nisi nihil. Nesciunt non nam corrupti.,11923.93
234,275,Fugit maiores esse. Corporis cum excepturi maxime labore quasi.,18841.29
239,201,In exercitationem et ea totam doloribus. Quibusdam officia veritatis corporis ipsa earum maxime quasi. Accusamus sint voluptate.,6962.15
238,201,Unde id praesentium at corporis. Hic nihil inventore culpa laboriosam non. Doloremque culpa eius.,14436.03
237,201,Sit voluptatum quam hic. Quaerat hic inventore ipsa labore maiores impedit sequi. Libero reiciendis minima iusto fugiat ad minus.,3562.8
242,137,Possimus nemo esse rem incidunt. Dignissimos voluptate labore nulla aspernatur earum incidunt ipsum.,9965.43
241,137,Quidem minus maiores illum. Culpa aspernatur delectus optio iure quidem impedit.,7682.47
240,137,Libero libero ad earum fugit. Dignissimos praesentium tempore nihil distinctio eligendi. Non consectetur eum reprehenderit dicta laborum.,5718.63
245,434,Architecto ratione ducimus accusamus. Expedita hic maiores aut natus occaecati recusandae.,12346.12
244,434,Porro molestiae totam molestias quia cum. Facilis rerum iure consectetur.,16986.65
243,434,Sed eveniet perspiciatis quaerat doloribus. Cupiditate eveniet maxime perferendis dicta. Inventore nostrum recusandae magni unde quod iste.,13823.2
248,310,Unde at hic facilis corporis quidem vel. Vero fuga vel aut. Sint cumque qui corrupti.,9406.72
247,310,Nulla facere maiores nihil ipsum id hic ad. Doloribus eveniet deserunt quisquam non. Dolor odio culpa soluta reprehenderit similique quis.,11365.33
246,310,Sapiente quis quos debitis numquam quibusdam. Laudantium laboriosam iste voluptate id numquam totam.,14167.99
251,405,Maxime suscipit necessitatibus reiciendis. Sapiente neque nulla exercitationem. Adipisci maxime vitae culpa beatae nam.,22458.52
250,405,Perferendis numquam voluptas hic eum dolores dicta numquam. Error velit quia ipsam similique. Tempora nihil aliquid voluptatum delectus iusto.,14872.55
249,405,Magnam optio neque. Incidunt odit necessitatibus dignissimos pariatur. Exercitationem perferendis fuga soluta.,7861.96
254,12,Occaecati similique eligendi perspiciatis. Modi exercitationem eveniet ipsa asperiores. Repellendus quibusdam consequuntur tempora.,4959.62
253,12,Dolorum quisquam esse maxime veniam. Adipisci aperiam dolore autem quas voluptates.,14537.99
252,12,Impedit aut voluptatum natus provident neque in nihil. Occaecati ut facilis maxime. Sint veniam distinctio exercitationem culpa officia dolorum.,17593.54
256,106,Fugiat labore quasi quis eveniet. Ratione excepturi explicabo nostrum beatae. Voluptatem consectetur ipsam ducimus vero autem earum. Officia suscipit eveniet dicta occaecati similique.,17268.73
255,106,Eius quibusdam nisi optio qui labore deserunt. Animi fugiat rem sint. Itaque minima maiores quia vitae recusandae.,21840.73
257,106,Nulla eius ab quam aut. Tempore odit quos totam eum tempora praesentium occaecati.,16390.97
260,354,Atque sed reprehenderit reprehenderit dolor ab. Occaecati dicta repudiandae reiciendis eaque necessitatibus doloribus. Corrupti expedita recusandae voluptatibus praesentium ratione dolore.,19791.7
259,354,Voluptatibus iure quia hic. Quae culpa maxime harum.,14537.75
258,354,Esse dicta esse.,24069.31
263,36,Suscipit fugit fugiat nam pariatur. Excepturi at placeat dicta sit vel.,15666.89
262,36,Quia quibusdam cumque dignissimos praesentium nisi dolorem distinctio. Maxime animi vero sequi dicta officia.,5600.52
261,36,Unde dolor ex nihil modi molestias temporibus. Et beatae nesciunt. Eos optio occaecati omnis sunt perferendis.,4499.22
266,241,Fuga quos voluptas dolorum dignissimos velit consequuntur. Totam sunt hic et aut blanditiis quibusdam.,8266.11
265,241,Nam consequuntur a distinctio consectetur ipsum. Esse perspiciatis delectus placeat similique hic ipsam incidunt. Earum quasi tenetur ipsum unde eius consectetur.,19767.11
264,241,Magnam assumenda culpa eum. Aliquid possimus esse nam. Nulla facilis mollitia dolor explicabo debitis ab.,16761.91
269,157,Vitae quos ullam ratione reprehenderit nemo. Esse velit laborum quaerat consequuntur libero id.,13845.25
268,157,Veniam praesentium tempore. Quibusdam est cumque repudiandae.,16249.31
267,157,Ea est corporis suscipit sit. Rerum aliquam et fuga ut dolorum perferendis modi. Ex voluptate cumque modi iure culpa rem.,10772.08
270,176,At necessitatibus dolorum hic voluptas nisi. Molestiae veritatis veritatis nisi earum illum in.,16121.78
272,176,Facilis corporis alias. Dicta sunt soluta iste dolores voluptatum ipsum. Aut eveniet error at culpa.,9269.17
271,176,Dolorem odio recusandae ut at blanditiis. Delectus quam labore asperiores. Ex aliquid cupiditate omnis repellat laborum possimus vel.,24261.59
275,89,Voluptates praesentium magni ipsa. Fugiat modi autem aliquam laudantium vero. Nihil id optio a voluptatem tempore.,14481.99
274,89,Suscipit adipisci iusto exercitationem excepturi iste. Nostrum doloribus in sed vel. Maiores accusantium sunt deleniti cumque incidunt quia. Iusto alias provident maxime ex.,4595.51
273,89,Illum vitae blanditiis non aliquam.,19798.25
278,399,Inventore aliquam velit ut dolore molestiae fuga. Animi laborum exercitationem officiis. Alias libero provident aliquid et.,22734.96
277,399,Minima eveniet doloremque eaque aliquam. Aspernatur perspiciatis eum veritatis iure repellendus illo.,6025.64
276,399,Officia magnam optio distinctio esse repellat. Dolorum molestiae consequuntur.,24141.28
281,262,Corrupti eum vero vel. Nihil reprehenderit quis.,4368.16
280,262,Reprehenderit non expedita. Eius minus assumenda eaque repudiandae rerum amet aliquam. Necessitatibus quibusdam esse.,5461.39
279,262,Fuga in suscipit incidunt placeat iste excepturi tenetur. Ipsum asperiores aut velit est sit. Cupiditate ipsam adipisci.,17063.1
284,258,Soluta perspiciatis nihil praesentium minima.,8110.73
283,258,Molestias mollitia nulla accusamus sit. Officia fugiat distinctio odit deserunt sit. Cupiditate tenetur facilis fugiat quam eaque.,18734.66
282,258,Earum cumque perspiciatis repellat laudantium. Iste id alias accusamus repellat dolor consequatur.,18384.11
287,418,Voluptates nisi sint expedita. Reprehenderit deleniti beatae sequi eligendi quam. Porro suscipit consequatur placeat molestias.,15040.29
286,418,Vero laborum voluptatibus dolorum corrupti ex nam.,4018.31
285,418,Iusto numquam eum expedita porro ex. Mollitia aspernatur illo praesentium sint. Cupiditate laboriosam iste ad quasi perferendis amet. Deserunt a rem architecto eveniet a.,9098.0
290,59,Quaerat consectetur nisi autem inventore. Necessitatibus non placeat praesentium.,12218.88
289,59,Praesentium hic ipsum quis. Quo a soluta vero.,11227.24
288,59,Ipsam occaecati qui ipsa unde ipsam. Eos dolores labore perferendis suscipit. Dolorum quia cum recusandae quasi odit dolores.,15400.89
293,107,Optio eligendi dolores. Perspiciatis neque ex libero fugit sequi. Beatae veritatis reprehenderit laudantium voluptatibus.,8942.7
292,107,Eius pariatur iure error. Repellat a enim ex totam fugit. Dicta alias hic adipisci dicta sunt molestiae.,3600.52
291,107,Sed ipsam id ex iusto. Sunt eveniet facilis saepe. Reprehenderit odit natus praesentium natus illum eveniet.,14841.68
296,340,Placeat vitae iste eum earum ratione laboriosam iure. Vero reiciendis labore provident alias magnam quisquam eum. Quis dicta adipisci corrupti. Eum blanditiis perspiciatis adipisci nesciunt voluptatibus facere voluptas.,3265.59
295,340,Tenetur deserunt amet pariatur exercitationem. Error ab aut reprehenderit. Est perferendis eius.,21749.39
294,340,Quia facere modi laudantium facere accusantium. Fuga suscipit dicta ut in facere ab.,15119.18
299,1,Maxime eveniet beatae debitis. Corporis omnis perferendis quaerat voluptates. Quisquam neque autem reprehenderit. Ipsam possimus nesciunt sunt veritatis.,18567.09
298,1,Corrupti possimus temporibus officiis. Est tenetur autem unde consequatur quae.,7485.97
297,1,Corporis ipsam ratione nemo id ducimus. Error voluptates quas nesciunt totam reprehenderit. Harum cumque ratione distinctio enim occaecati id.,3751.54
302,197,Ratione repellendus dolorum amet amet dolor. Praesentium nihil quo itaque libero magnam. Aliquam necessitatibus maxime numquam omnis sapiente ratione.,5151.68
301,197,Fugit accusamus cumque quaerat voluptatem nihil explicabo. Doloribus blanditiis occaecati facilis iste doloremque animi ad. Expedita nemo doloribus necessitatibus pariatur accusantium placeat.,19334.32
300,197,Facilis labore deserunt nesciunt maiores ut ullam. Repudiandae enim doloremque veniam hic.,14237.32
305,128,Accusantium earum blanditiis qui ratione perferendis quae. Inventore ratione sed natus.,8122.22
304,128,Iusto amet ratione deserunt occaecati fugit. Soluta natus impedit tenetur velit voluptates quas id.,15995.52
303,128,Minus ipsum minima distinctio. Animi fugit vero itaque.,4743.7
308,177,Earum necessitatibus molestias optio quia iste. Sint ea architecto dolorum fugiat. Eaque eius minima similique.,22558.49
307,177,Soluta autem velit voluptatibus. Ab ex quia dolores ipsam exercitationem.,3556.69
306,177,Perferendis numquam et at fuga deserunt vel. Sed necessitatibus earum ratione. Ducimus perferendis sapiente officiis necessitatibus odit.,9665.39
311,113,Necessitatibus deleniti quod quibusdam eum. Accusamus impedit vero nostrum. Reiciendis molestias dignissimos dolorem dolorem amet.,22576.44
310,113,Debitis rem iste placeat. Cum nisi architecto possimus ullam aperiam.,12112.07
309,113,Ullam voluptas velit earum dolorem recusandae cupiditate. Eaque natus expedita deserunt eius. Dolorum nostrum velit rem occaecati.,17260.59
314,178,Iste quibusdam deleniti consectetur nobis facilis vero atque. Sit veniam accusamus est optio unde.,24299.31
313,178,Praesentium nulla libero optio earum provident ducimus. Illo perferendis rem occaecati ullam. Dolorum necessitatibus natus laboriosam impedit pariatur minima nulla. Atque atque ipsum aperiam.,3698.76
312,178,Provident dicta fugiat est. Porro doloribus corrupti a. Excepturi incidunt praesentium nobis facere veniam excepturi.,4662.77
317,120,Blanditiis distinctio occaecati atque debitis inventore dolore incidunt. Ducimus esse expedita magni. Molestiae alias nihil debitis voluptate consequuntur in.,8087.38
316,120,Rerum labore hic soluta asperiores delectus fugiat. Illo incidunt atque quas dignissimos deleniti vel esse. Fugit odit sequi totam.,13013.98
315,120,Culpa nihil exercitationem excepturi. Mollitia voluptatibus possimus maiores. Explicabo quisquam tenetur consequatur consequuntur tempora possimus.,16308.99
320,244,Deleniti deserunt a nostrum eius ipsum. Magni quibusdam expedita harum delectus qui.,9694.31
319,244,Consectetur ad cupiditate reprehenderit eveniet autem asperiores magni. Quasi molestias alias cupiditate fugit recusandae saepe.,17697.89
318,244,Atque quae ullam. Deserunt sapiente vitae saepe illum sint laudantium.,22234.81
323,88,Mollitia odit minus unde. Nobis veritatis amet eveniet eum. Beatae impedit doloribus natus itaque.,24031.06
322,88,Repudiandae ab cum aut quas doloribus assumenda. Sit modi vitae totam reiciendis vero necessitatibus suscipit.,20948.58
321,88,Numquam sed occaecati dolores repellendus. Qui unde perspiciatis nemo nesciunt omnis ad. Unde enim molestiae non quod.,6201.77
326,101,Totam fugiat culpa delectus quod optio laborum. Architecto dignissimos magnam quibusdam unde distinctio vitae.,18136.94
325,101,Necessitatibus animi debitis nobis sunt beatae. Dolorum aliquid alias optio maxime et voluptatum doloribus. Doloremque ratione ex quod.,3238.03
324,101,Odio et ipsum provident. Tempora quisquam ducimus ratione sequi soluta esse. Magni earum molestias.,5279.47
329,462,Quos tempore praesentium eveniet debitis tenetur fugit nulla. Odio minus incidunt dicta.,4743.32
328,462,Cumque rerum porro. Saepe beatae laudantium sequi cumque repellat sint amet. Adipisci sapiente recusandae.,6562.71
327,462,Consectetur at laboriosam doloremque harum vero reiciendis accusamus. Soluta vero dolorem ex occaecati laboriosam possimus. Minus illo est vitae possimus.,15664.92
332,143,Repudiandae nam nemo ipsum. Ipsam libero deleniti veritatis illo sapiente. Enim cum itaque veritatis similique natus.,23987.88
331,143,Qui placeat similique mollitia dicta quia eum nisi. Laboriosam dicta necessitatibus dolores amet. Neque debitis earum quisquam totam. Sed incidunt laborum velit totam incidunt animi.,20230.48
330,143,Eligendi ab recusandae dolorum magnam eaque. Voluptatibus sed laborum quos. Repellat quisquam laborum quaerat. Nam earum in quos facilis maiores.,18357.96
